universe,slice,method,k,s,seed,train_frac,n_pairs,nnz,explained_variance,fit_seconds,transform_seconds,metrics_seconds,dd_mean_abs,dd_median_abs,dd_p95_abs,dd_mean_rho,dd_n_pairs,nn_overlap_at_5,nn_overlap_at_5_p10,nn_overlap_at_10,nn_overlap_at_10_p10,ari_C3,ari_C5,ari_C8,ari_mean,anomaly_recall_5pct,anomaly_precision_5pct,anomaly_score_spearman,anomaly_top10_overlap,sparsity_ratio
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,1.0,6,0.7,50000,100,,0.0010700002312660217,6.458396092057228e-05,0.25125879188999534,0.0918804976256639,0.0778080975507785,0.22542895260426846,0.9835806576226671,50000,0.27966305655836343,0.0,0.3412755716004814,0.1,0.5961941203894617,0.3717922654621779,0.4086026876406342,0.4588630244974246,0.7142857142857143,0.7142857142857143,0.9349708539796507,0.9,0.9666666666666667
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,1.0,7,0.7,50000,100,,0.006512000225484371,0.00012304214760661125,0.2256725002080202,0.09816433130284179,0.08438585159173195,0.23722824692280683,0.9666266385932795,50000,0.2529482551143201,0.0,0.3184115523465704,0.1,0.5455968160272474,0.28732864246957984,0.23023172692563917,0.35438572847415545,0.7857142857142857,0.7857142857142857,0.9330777637068685,0.9,0.9666666666666667
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,1.0,8,0.7,50000,100,,0.0013707499019801617,5.866587162017822e-05,0.27480829088017344,0.14123836685172253,0.11895618948701481,0.3471078007966094,1.0955944381865685,50000,0.309265944645006,0.0,0.3689530685920578,0.2,0.6932310663529836,0.41083204551680613,0.3291326732416516,0.4777319283704804,0.8095238095238095,0.8095238095238095,0.9392766358407804,0.6,0.9666666666666667
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,1.0,9,0.7,50000,100,,0.008897957857698202,0.00011725025251507759,0.21970666572451591,0.09630651496459626,0.08121508121831722,0.23737890911999793,1.0303629917490411,50000,0.31191335740072207,0.0,0.37978339350180507,0.2,0.508664060552329,0.41212716652242976,0.3429374209883075,0.4212428826876888,0.7619047619047619,0.7619047619047619,0.9434307069990597,1.0,0.9666666666666667
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,0,0.7,50000,300,,0.001102750189602375,3.8499943912029266e-05,0.2648900421336293,0.09295276495676123,0.07790405177523752,0.23145244701587814,0.9943766512747374,50000,0.277496991576414,0.0,0.34705174488567997,0.2,0.6499733949718318,0.2572512095326419,0.2886554005994395,0.39862666836797106,0.8095238095238095,0.8095238095238095,0.9391078197823228,0.9,0.9
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,1,0.7,50000,300,,0.0010245838202536106,4.254188388586044e-05,0.16163545800372958,0.09800904926413158,0.08291287795430319,0.2424262100397915,1.019057323411874,50000,0.28279181708784595,0.0,0.3350180505415163,0.1,0.6331159693455937,0.4065470208831225,0.31751974239814806,0.4523942442089548,0.8333333333333334,0.8333333333333334,0.9323556793126405,1.0,0.9
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,2,0.7,50000,300,,0.0010027093812823296,6.116693839430809e-05,0.21023241616785526,0.09086504601107019,0.07754345148867764,0.2206859412448504,0.9872981450790004,50000,0.2957882069795427,0.0,0.35475330926594467,0.2,0.6688593781536858,0.39744911615860773,0.36297593406272777,0.4764281427916737,0.7380952380952381,0.7380952380952381,0.9395507815767372,0.8,0.9
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,3,0.7,50000,300,,0.0010781250894069672,5.812477320432663e-05,0.2610749998129904,0.09653308018338198,0.0815249569384272,0.23718941985331435,1.0151925086619498,50000,0.3123947051744886,0.0,0.3582430806257521,0.2,0.5913157752119232,0.4323482108334735,0.28495461573660413,0.43620620059400034,0.7619047619047619,0.7619047619047619,0.9400892029657089,0.8,0.9
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,4,0.7,50000,300,,0.0014341669157147408,6.949994713068008e-05,0.2735542091540992,0.11024347150254939,0.09593453971854388,0.2603098128458459,0.9729889097372272,50000,0.2673886883273165,0.0,0.32274368231046935,0.1,0.37700928521877475,0.21514077679320845,0.22116151853751856,0.27110386018316723,0.6428571428571429,0.6428571428571429,0.906086390828518,0.6,0.9
top_100__full_incl_covid,full_incl_covid,sparse_jl,30,3.0,5,0.7,50000,300,,0.0009611248970031738,4.0708575397729874e-05,0.2588154999539256,0.09458215258303193,0.07967228163652323,0.23309007933565618,0.9906122878354271,50000,0.2794223826714802,0.0,0.32599277978339347,0.1,0.5483038547600475,0.4297461575523795,0.24814068396087688,0.40873023209110126,0.8095238095238095,0.8095238095238095,0.9355502403950707,0.8,0.9
